sep=,
"Cliente","Vd","Nome","Ano","TOTAL","Janeiro","Fevereiro","Março","Abril","Maio","Junho","Julho","Agosto","Setembro","Outubro","Novembro","Dezembro"
="2092",="30","Famogom Fáb. Moldes Metálicos Cortantes, Lda.","2023","142,8","75,8","67","0","0","0","0","0","0","0","0","0","0"
="2104",="12","Macotécnica Ind. Metalomecânicas Almas, Lda.","2023","25,7","0","0","0","0","0","0","0","0","25,7","0","0","0"
="2161",="08","Moldata Projecto Programação Moldes, Lda.","2023","170","0","0","0","0","0","0","170","0","0","0","0","0"
="2167",="05","João Vieira Carvalho, Lda.","2023","1010,42","0","0","273,7","36,4","0","256,3","184,8","0","0","197,82","61,4","0"
="2347",="12","Vismoldes Indústria de Moldes, Lda.","2023","121,86","0","0","121,86","0","0","0","0","0","0","0","0","0"
="3018",="30","Rêgo, Unip., Lda.","2023","406,8","0","0","199,35","0","0","0","0","0","207,45","0","0","0"
="3023",="12","Remagril Reparações Máquinas Agrícolas, Lda.","2023","56,5","0","0","0","0","56,5","0","0","0","0","0","0","0"
="3142",="08","Maquitorno Componentes Metálicos, Lda.","2023","2734,83","0","1289,2","0","426,83","212,4","0","447,5","156,9","202","0","0","0"
="3145",="06","Moldacampo Moldes Injecção Plásticos, Unip.,Lda.","2023","2612","0","0","366,4","386","0","449,56","460,84","0","472,8","0","476,4","0"
="3434",="12","Armando Ferreira Santos, Lda.","2023","134,2","0","0","0","0","0","134,2","0","0","0","0","0","0"
="3520",="06","Sociedade Metalurgica J R Oliveira, Lda","2023","282,76","0","0","0","0","0","0","0","83,53","115,7","0","83,53","0"
="3625",="30","Simplac Tecnologia Mecânica, Lda.","2023","457,73","0","457,73","0","0","0","0","0","0","0","0","0","0"
="3651",="30","Unisolda Ar Comprimido & Soldaduras, Lda.","2023","5221,36","0","0","0","0","161,25","4450","610,11","0","0","0","0","0"
="3735",="06","Universidade Porto - FEUP","2023","16,5","16,5","0","0","0","0","0","0","0","0","0","0","0"
="3750",="30","Heliroma Plásticos, SA","2023","208,2","0","0","0","0","0","0","0","0","0","0","208,2","0"
="3774",="06","Wegeuro Industria Electrica, SA","2023","485,82","0","0","0","0","0","0","0","0","0","485,82","0","0"
="3779",="05","Metais Laucider, Unip., Lda.","2023","482,76","0","0","0","0","0","284,94","125,54","0","0","72,28","0","0"
="3785",="12","Solalva Mecânica de Precisão, SA","2023","57","0","0","0","0","0","0","0","0","0","0","57","0"
="1704",="12","Marvol Pumps, SA","2023","312,8","0","0","0","312,8","0","0","0","0","0","0","0","0"
="1729",="12","Pecol Automotive, S.A.","2023","30,5","0","0","0","0","0","0","0","0","30,5","0","0","0"
="1804",="06","J Felgueiras, Lda.","2023","46,3","46,3","0","0","0","0","0","0","0","0","0","0","0"
="1882",="30","Natal Tornearia Mecânica, Lda.","2023","578,94","228,76","0","0","95,6","0","254,58","0","0","0","0","0","0"
="1902",="30","Albino Guimarães Silva, Lda.","2023","64,3","0","0","0","0","0","0","0","0","0","0","64,3","0"
="1912",="08","Nelson Ferreira, Unip., Lda.","2023","6740,3","0","0","0","0","0","0","0","0","2956,8","2956,8","826,7","0"
="1914",="30","Tornearia Mecânica Ponte Vilela, Lda.","2023","278,74","67","0","0","60,4","0","0","151,34","0","0","0","0","0"
="2103",="06","Rangel Indústria Metalúrgica, Lda.","2023","3374,52","554,06","0","611,08","379,7","129,6","0","216","0","0","470,93","1013,15","0"
="2115",="11","JLAS José Luís A Silvestre, Lda","2023","502,4","52,32","8,08","202","31,2","0","0","0","0","74,72","0","134,08","0"
="2226",="12","Bairrimoldes Fábrica Moldes Cunhos Cortantes.,Lda.","2023","1215,9","303,75","0","245,1","99,9","0","0","349,65","0","0","177,75","39,75","0"
="2257",="08","JL Santos, Lda.","2023","852,13","0","0","405,6","69,42","121,72","0","0","92,64","162,75","0","0","0"
="2373",="06","João Strecht & Irmão, Lda.","2023","2624,39","0","109,79","0","47,25","0","419,9","1738,25","97,2","0","0","0","212"
="2462",="08","Hastimolde Fábrico de Moldes P/Plásticos, Lda.","2023","256,4","0","0","256,4","0","0","0","0","0","0","0","0","0"
="3657",="30","Joaquim Pinto Fernandes","2023","135,3","0","43,5","0","0","51","40,8","0","0","0","0","0","0"
="3671",="30","IPTE Ibéria Automação Industrial, Lda","2023","6553,87","375,39","381,5","525,83","420,59","833,06","389,25","997,85","341,73","514,94","261,85","1424","87,88"
="3679",="08","Tecnocanto Tec. Sist. Equip. Industriais, Lda","2023","587,16","0","0","0","52,2","0","0","0","143,1","0","0","260,76","131,1"
="3831",="30","Cosvalinox Ind. Metalurg. Equip., Lda","2023","39,2","0","0","0","0","0","0","0","39,2","0","0","0","0"
="3848",="08","Maqwork Maquinação de Metais, Lda","2023","608,64","56,5","0","143,52","226,3","128,82","0","53,5","0","0","0","0","0"
="3853",="05","Gervásio Alves Soluções Prod. Unip., Lda","2023","1011,64","184,83","0","0","0","206,89","153","0","0","33,54","231,4","201,98","0"
="3855",="08","José MC Dinis Unipessoal, Lda","2023","1926,26","70,5","285,16","92,8","239,11","391,97","0","204,1","204,42","138,5","233","0","66,7"
="3908",="11","Cordefer Comércio de Ferramentas, Lda","2023","1046,66","0","507,18","0","0","0","0","63,14","0","0","272,88","203,46","0"
="4118",="16","Canelas & Silva - Sociedade Mecanica Precisão, Lda","2023","271,6","0","0","0","0","0","0","0","0","0","0","271,6","0"
="4166",="30","JVMS - Construção, Conservação e Manutenção Industrial, Lda","2023","55","0","0","0","0","0","0","0","0","0","55","0","0"
="4213",="06","Américo Fernando Ferreira da Rocha Unip. Lda","2023","613,38","0","0","0","48,05","0","110,96","0","0","85,88","0","53,41","315,08"
="4241",="30","Euromacal - Máquinas para calçado Soc. Unip., Lda","2023","211,8","0","0","0","0","0","0","211,8","0","0","0","0","0"
="4250",="30","Maria de Lurdes Freitas R. B. Meireles(Meical)","2023","239,28","0","163,08","0","0","0","0","0","36,7","39,5","0","0","0"
="2466",="30","Portame Moldes, Lda.","2023","288,5","0","0","0","0","0","0","162,8","0","0","0","0","125,7"
="2608",="06","Tecnogial Projectos Tecnologia Industrial, Lda.","2023","3898,15","380,4","217,1","0","138,84","465,8","516,3","863,1","0","742,9","76,44","363,5","133,77"
="2791",="06","Carlos Manuel Ferreira Rodrigues Santos","2023","113","0","0","0","0","113","0","0","0","0","0","0","0"
="2814",="12","Rogério Figueiredo Serralharia Civil, Lda.","2023","1830,05","935,04","186,93","0","0","206,82","12,96","0","0","488,3","0","0","0"
="2923",="06","Susabel Indústria Metalúrgica Conexos, Lda.","2023","34,2","0","0","0","0","34,2","0","0","0","0","0","0","0"
="3021",="12","José Carlos Sá Sacramento","2023","453","0","0","198","0","0","0","0","0","255","0","0","0"
="3100",="05","Rocha & Rodrigues, Lda.","2023","232,42","0","115,02","0","0","0","0","86","0","0","0","31,4","0"
="3139",="11","Fernando Luz Ruivo, Lda.","2023","141,28","0","0","0","0","0","141,28","0","0","0","0","0","0"
="3237",="08","Joaquim Marcelino Ferreira Urbano","2023","638,15","0","0","0","0","0","406","0","0","117,1","0","115,05","0"
="3254",="30","Npower, Unip., Lda.","2023","178,56","0","0","0","0","0","0","80,16","0","0","98,4","0","0"
="3334",="30","Furnor Indústria Transformadora Vidro, Lda.","2023","86,6","0","0","0","0","0","0","86,6","0","0","0","0","0"
="3360",="15","Paulo Ribeiro Silva (Tornearia Alvitana)","2023","171,34","0","0","0","0","124","0","0","0","47,34","0","0","0"
="3417",="11","Aftersales Tecn. Maquinagem, Com. e Serviços, SA","2023","194,4","0","0","0","0","0","194,4","0","0","0","0","0","0"
="1753",="30","Steelplus Moldes Técnicos, Lda.","2023","4248,11","0","434,04","205,2","0","0","0","231,3","402,2","304,2","166,95","2338,62","165,6"
="1758",="06","Tavares & Irmão, Lda.","2023","516,85","0","0","0","84,6","0","0","120","0","48","0","0","264,25"
="1800",="11","Ferreira & Almeida, Lda.","2023","249,62","81,12","109,76","0","0","0","0","0","0","0","58,74","0","0"
="1806",="30","José Freire Melo, Lda.","2023","959,95","0","932,25","0","0","27,7","0","0","0","0","0","0","0"
="1825",="30","Formaplás Transformadora Plásticos, Lda.","2023","1065,35","323,12","0","0","0","315,17","37,3","200,94","168,82","0","20","0","0"
="1847",="30","Automoldes Indústria Moldes, Lda.","2023","3349,89","773","674,16","0","0","112,2","250,8","390,61","0","0","1149,12","0","0"
="1856",="06","Ferreira Marques & Irmão, SA","2023","149,2","0","149,2","0","0","0","0","0","0","0","0","0","0"
="1917",="06","Honp Moldes, Lda.","2023","12915,92","624,72","1260,38","1794,37","964,2","1384,3","865,28","1488,15","0","1429,3","948,61","1702,31","454,3"
="1934",="06","Camarinha & Brandão, Lda.","2023","102,32","0","0","0","0","92,64","9,68","0","0","0","0","0","0"
="2128",="30","Prifer Indústria Transf. Produtos Metálicos, Lda.","2023","251,8","0","0","0","0","0","152,2","0","0","99,6","0","0","0"
="2198",="06","Tomás Castro Silva, Lda.","2023","6327,97","234,8","279,2","0","880,35","255,2","384,8","1590,2","0","1070,05","63,5","607,2","962,67"
="2249",="08","R Bregieira Moldes Acessórios, Lda.","2023","768,41","0","143,33","0","203,9","95,1","0","0","75,5","250,58","0","0","0"
="2327",="15","Indumeca Soc. Indústrial Metalúrgica Baião, Lda","2023","45,72","0","0","45,72","0","0","0","0","0","0","0","0","0"
="3804",="08","Dionisio José Gomes Neves, Lda","2023","474,9","84,5","0","0","0","0","0","84,5","0","305,9","0","0","0"
="3823",="06","Barboflex-Flexible Solutions, S.A.","2023","995,96","39,7","209,1","0","145","289,8","182,4","0","86,64","43,32","0","0","0"
="3898",="06","Fundinio, SA","2023","1384,2","95,98","52,73","17,36","46,16","124,03","173,64","188,23","126,54","0","0","56","503,53"
="3902",="06","FMP - Fly Mecânica de Precisão, Lda","2023","1018,73","0","0","0","349,9","299","0","0","0","0","0","272","97,83"
="3966",="08","SEP TEC - Tratamento de Sup. em moldes, Lda","2023","219","0","0","74","0","0","145","0","0","0","0","0","0"
="3973",="30","Imepre - Indústria Mecânica de Precisão, Lda","2023","2784,22","162","272,1","558,97","783,82","222","0","286,63","24,8","0","303,6","41,6","128,7"
="3978",="06","WRK LDA","2023","1942,23","263,3","665,4","14","331,5","15,5","163,3","177,13","61","0","138","113,1","0"
="4004",="30","Hilab - Test Equipments & Consulting, Unip. Lda","2023","417,85","397,95","0","19,9","0","0","0","0","0","0","0","0","0"
="4115",="06","Sá Couto & Monteiro, SA (SISMA)","2023","80,41","80,41","0","0","0","0","0","0","0","0","0","0","0"
="4123",="05","Geometrical Figures, Lda","2023","1703,08","254,8","0","0","0","379,44","0","151,8","696,24","0","0","220,8","0"
="4174",="06","Mecaltex - Mecânica Geral de Precisão, Lda","2023","1643,4","980","172,5","108","0","27","184,2","41,5","0","0","108","22,2","0"
="4252",="06","CEIIA","2023","235,7","0","0","0","0","0","0","0","0","0","183","0","52,7"
="4271",="06","Agrupamento de Escolas Infante Dom Henrique","2023","2705,53","0","0","0","0","0","0","0","0","2705,53","0","0","0"
="2428",="06","Moura, Moutinho & Morais, SA","2023","106,1","0","0","0","0","0","0","0","0","0","0","106,1","0"
="2497",="11","Crucelfer Comércio Ferramentas, Lda.","2023","55,98","0","0","0","0","0","0","0","0","0","0","55,98","0"
="2548",="06","Serralharia Mecânica Julio Castro,Lda.","2023","599,02","0","0","169,98","159,18","30","0","119,93","0","0","0","0","119,93"
="2612",="08","F Caixeiro - Industrial Solutions, Lda","2023","1297","0","0","0","0","0","0","0","1297","0","0","0","0"
="2631",="30","Aficor Afiamentos, Rep. Ferramentas Corte, SA","2023","147,5","0","0","0","0","0","0","0","0","0","147,5","0","0"
="2687",="06","Turbogás Produtora Energética, SA","2023","4979,95","2314,7","1356,35","233,05","24","365,6","19,75","0","435","162","0","69,5","0"
="2961",="06","Compinox Indústria Inoxidáveis, Lda.","2023","333,7","0","0","0","0","0","263,7","0","0","70","0","0","0"
="2996",="06","Sulimet, Lda.","2023","1988,75","209,95","0","0","442,08","0","495,47","0","0","0","507,6","180","153,65"
="3280",="30","Tornovar, Unipessoal Lda","2023","2404,62","257,92","386,4","150","105,6","255,2","0","427,7","0","0","429,6","392,2","0"
="3281",="15","José Pedro Campos","2023","63,8","0","0","63,8","0","0","0","0","0","0","0","0","0"
="3292",="05","Álvaro Faria, Lda.","2023","1261,84","0","100,4","214,1","0","19,3","309,9","58,8","0","0","459,5","99,84","0"
="3400",="12","Fapricela Indústria Trefilaria, SA","2023","521,4","0","0","0","114,4","0","258","0","0","0","91,8","0","57,2"
="3455",="11","Covitool Comèrcio Maq. Ferr. Profissionais, Lda.","2023","3578,14","0","0","0","0","0","0","0","0","0","1692,32","0","1885,82"
="4282",="08","Symetria-Fabrico e Reparação de Moldes , Unipessoal Lda","2023","64","0","0","0","0","0","0","0","0","0","64","0","0"
="4319",="06","TEIJIN AUTOMOTIVE TECHNOLOGIES PORTUGAL, S.A.","2023","3307,25","423,5","0","294","390","0","777","0","292,5","97,5","390","147","495,75"
="4349",="06","Universidade do Porto Faculdade de Ciências","2023","671,3","0","0","0","0","0","0","0","0","0","671,3","0","0"
="4350",="30","Paka II Systems & Services Unipessoal, Lda","2023","266,1","0","0","24","0","0","201,6","0","0","0","40,5","0","0"
="4379",="06","Seristylu - Mobiliário Decorativo, Lda","2023","946,21","0","0","0","123","245","0","0","0","266,35","0","281,48","30,38"
="4393",="30","MetalSolutions Hseven, Lda","2023","2747,74","0","574,6","94,8","0","0","0","0","140,2","816,5","0","280,4","841,24"
="4446",="30","VITOR SERGIO CABRAL DA COSTA","2023","821,5","313,5","124","0","0","384","0","0","0","0","0","0","0"
="4467",="30","FANUC IBERIA, S.L.U, SUCURSAL EM PORTUGAL","2023","173,2","173,2","0","0","0","0","0","0","0","0","0","0","0"
="4476",="30","MANUEL HERNANI NOVAIS DE FREITAS","2023","212,8","0","0","130","0","82,8","0","0","0","0","0","0","0"
="4500",="12","NEWTOF - MAQUINAÇÕES TECNICAS LDA","2023","111,8","0","0","0","0","0","0","0","111,8","0","0","0","0"
="4554",="12","AFSANTOS - METALOMECANICA UNIPESSOAL LDA","2023","1636,2","0","639,9","285,8","309,8","134,2","248","0","0","18,5","0","0","0"
="4626",="12","JOEL SILVA METAL UNIPESSOAL, LDA.","2023","6395,52","82,5","1008,53","443,8","330,5","1102,55","109,3","280,14","0","1803,2","374,7","525,5","334,8"
="4682",="30","MOLDMAK MANUFACTURING TECHNOLOGIES SA","2023","357,6","0","0","0","0","0","0","0","0","0","0","0","357,6"
="2360",="08","Furações Rd, Lda. Furações Aço Moldes","2023","171,5","0","0","131","0","0","0","0","0","40,5","0","0","0"
="2364",="08","AJ Moldes Moldes P/Materias Plásticas, Lda.","2023","2556","340,8","0","340,8","340,8","340,8","0","340,8","0","340,8","511,2","0","0"
="2416",="06","Felino Fundição Construções Mecânicas, SA.","2023","2433,36","267,3","273,3","189,63","63","215,9","267","265,9","122","497,3","272,03","0","0"
="2697",="30","Armando & Lúcia, Lda.","2023","582,14","0","0","136,8","0","194,76","0","0","0","0","250,58","0","0"
="2701",="13","Berci   Lda.","2023","101,56","101,56","0","0","0","0","0","0","0","0","0","0","0"
="2846",="30","Macap II  Comércio Indústria, SA","2023","1784,5","0","0","1371,8","0","0","0","175","0","0","0","237,7","0"
="3094",="06","Weartech Serviços Imp. Exp. Representações, Lda.","2023","84,36","0","0","0","0","0","0","0","0","44,43","39,93","0","0"
="3112",="05","Caixilamas Serralharia Civil, Lda.","2023","189,29","0","0","0","0","0","0","189,29","0","0","0","0","0"
="3122",="12","Ferneto Máquinas Artigos Ind. Alimentar, SA","2023","770,6","0","0","0","631","0","0","0","0","139,6","0","0","0"
="3130",="08","Megafluxo Comércio Equip. Industriais, Lda.","2023","2025,9","612","0","0","318","0","0","0","0","240","855,9","0","0"
="3264",="13","José Antunes Canarias","2023","75,08","0","75,08","0","0","0","0","0","0","0","0","0","0"
="3323",="30","Arnaldo Ferreira Silva, Unip., Lda.","2023","3191,34","0","0","472,84","304,2","439,7","0","171,6","0","211","0","1592","0"
="3348",="11","Ferramentas Três Efes","2023","471,3","0","0","0","0","0","155,6","155,6","0","160,1","0","0","0"
="3419",="05","Bachmann & Sousa, Lda.","2023","31,9","0","0","0","0","0","0","31,9","0","0","0","0","0"
="3429",="06","Instituto Engenharia Sist. Comp.  tec","2023","1556,64","301,5","0","0","108,5","1096,9","0","0","0","0","0","0","49,74"
="3495",="30","AJ Freitas & Oliveira, Lda.","2023","1249,35","79,92","0","289,68","0","78,6","513,3","0","0","162,75","81,8","0","43,3"
="3499",="30","Moldartpóvoa Fábrica Molduras Quadros, Lda.","2023","285,6","0","0","0","0","0","0","0","0","285,6","0","0","0"
="3593",="08","Icebel Com. Maq. e Desenv. Industrial, Lda.","2023","7469","801,8","274","770,1","907,68","168","290","491,07","0","1701,04","617,75","46","1401,56"
="3718",="05","José S Pinto & Cª, Lda","2023","367,16","0","115,7","0","47,19","0","0","0","0","0","103,95","0","100,32"
="3796",="05","Celoplás Plásticos p/Indústria, SA","2023","456,13","0","45,98","0","0","0","0","221,1","0","0","189,05","0","0"
="3819",="12","Machining CNC Unipessoal, Lda","2023","284","0","0","0","0","0","284","0","0","0","0","0","0"
="3835",="08","Gaspar & Neves Metalomecânica, Lda","2023","1009,19","220","100,52","281,11","0","0","146,7","0","0","167,58","93,28","0","0"
="3900",="05","O Feliz II - Precisão, Lda","2023","1665,7","526","0","0","235,1","0","0","235,1","235,1","0","199,3","235,1","0"
="3943",="15","Ouplan - Fabricação e Com. de Máquinas Unip. Lda","2023","2673,34","255,6","22","194,96","138,99","230,67","291,15","202,18","815,67","0","391,22","130,9","0"
="3948",="30","Maze Indústria de Moldes, Lda","2023","161","0","161","0","0","0","0","0","0","0","0","0","0"
="3969",="06","Beyond The Power, Lda","2023","1112,19","454,18","0","96,9","61,6","219,81","180","55,2","0","0","44,5","0","0"
="3466",="06","Macrotema Serviço Eng. Man. Ind., Unip., Lda.","2023","80,4","0","0","0","0","0","80,4","0","0","0","0","0","0"
="3547",="30","Cruz Martins & Wahl, Lda.","2023","877,84","366,44","69,2","0","0","80,5","134,5","0","227,2","0","0","0","0"
="3642",="12","Atena Automação Industrial, Lda.","2023","2122,4","0","0","0","0","0","0","0","0","356,8","30,2","0","1735,4"
="3670",="06","Ondamétrica, Unip., Lda","2023","1206","0","0","331,6","0","256,75","0","0","0","0","497,4","120,25","0"
="3745",="12","Cobel Const. Electro-Mecânicas Beira, SA","2023","1121,92","0","0","0","159,39","226,16","67,52","162,75","0","254,9","0","182,8","68,4"
="3805",="30","José Fernando Santos Cunha, Unip, Lda","2023","170,7","0","0","0","170,7","0","0","0","0","0","0","0","0"
="3814",="06","Fundwell Fundição Injectada, Lda","2023","564,6","0","40","0","0","0","482,1","0","0","0","0","0","42,5"
="3828",="05","António Oliveira Ferreira, Lda","2023","521,63","0","0","0","0","0","45","196","0","0","280,63","0","0"
="3851",="08","Fravizel Equipamentos Metalomecânicos, SA","2023","11932,31","0","248,24","1246,63","182,43","161,8","330,7","920,62","229,7","2234,87","0","678,23","5699,09"
="3955",="30","Metalúrgica Falcão & Filhos, Lda","2023","450","0","0","0","0","0","450","0","0","0","0","0","0"
="4089",="30","Bastos Viegas, SA","2023","1924","0","0","0","0","0","0","0","0","0","0","1924","0"
="4101",="16","Instituto Superior Técnico","2023","404,4","0","0","0","0","0","0","0","0","0","0","0","404,4"
="4199",="06","Metalongo Metalúrgica de Valongo, Lda","2023","625,2","0","0","0","0","0","625,2","0","0","0","0","0","0"
="4706",="08","GA MOLDES, LDA","2023","20313,39","2570,99","1665,5","0","3094,55","3396,15","1657,75","648,4","1390,2","132,3","1716,85","2332,4","1708,3"
="4714",="06","METALIC POINT LDA","2023","546,27","0","0","0","0","0","0","0","0","546,27","0","0","0"
="4742",="30","ROCANA - CANALIZAÇÕES CLIMATIZAÇÃO E MAQUINAS LDA","2023","819,56","0","0","0","498,56","0","0","0","0","0","0","321","0"
="4751",="13","VALENTIM EDUARDO M COSTA UNIPESSOAL LDA","2023","232,56","0","0","232,56","0","0","0","0","0","0","0","0","0"
="4799",="08","SERTORNO LDA","2023","1276,76","0","0","103,9","337,24","64,22","0","167,05","0","230,3","0","0","374,05"
="4806",="12","MAGNETICTOUCH LDA","2023","581,79","0","0","0","0","0","213,4","0","0","0","332,19","0","36,2"
="4873",="30","A C F MOLDES E FERRAMENTAS LDA","2023","986,02","243","0","88,75","159,14","0","396,16","0","0","0","98,97","0","0"
="4877",="08","SONIA MARIA TIRÁ RODRIGUES","2023","243,29","0","45,31","0","0","0","0","0","0","90,44","0","107,54","0"
="4942",="30","TECNAVIC - TECNOLOGIAS AVÍCOLAS LDA","2023","211,16","0","0","0","0","0","0","211,16","0","0","0","0","0"
="4945",="08","ESICOMATIC-Fab. Maq. P/Ceramica Unipessoal,LDA","2023","214,75","0","0","0","38,1","0","71","82,35","0","23,3","0","0","0"
="4959",="12","J RASCÃO LDA","2023","191","0","0","0","0","191","0","0","0","0","0","0","0"
="4960",="12","RODRIMAQ - EMILIO ROCHA & ROCHA - MAQUINAÇÃO CNC LDA","2023","13234,51","1263,61","79,8","72,36","588,23","899,25","1641,13","3313,43","0","0","2800,53","1893,32","682,85"
="5018",="08","Luís Miguel Ferreira Costa Brites","2023","400,62","0","400,62","0","0","0","0","0","0","0","0","0","0"
="4035",="08","Hermaf-Const. Metalom. Máq. e Ferramentas, Lda","2023","166,4","0","0","0","166,4","0","0","0","0","0","0","0","0"
="4091",="05","Ferpainel, SA","2023","7443,5","0","1571","1957,5","0","0","1957,5","0","966,25","515,45","475,8","0","0"
="4105",="30","Inovamolde Lda","2023","86,1","0","0","0","0","0","0","0","0","86,1","0","0","0"
="4111",="12","HM - Maquinação Unipessoal, Lda","2023","21","0","0","0","0","0","0","0","0","21","0","0","0"
="4229",="11","Fastermill Unipessoal, Lda","2023","3748,14","0","559,36","1670,42","205,6","91,04","0","47,94","583,92","154,16","236,4","153,38","45,92"
="4289",="06","Felfiaço - Fabricação de Peças Metálicas, Lda","2023","58,47","0","0","0","0","0","0","0","0","0","0","58,47","0"
="4306",="06","Multiborracha - Acessórios de Borracha e Plástico, Lda","2023","1354,1","0","0","602","0","190,5","561,6","0","0","0","0","0","0"
="4311",="10","Vasco Miguel Botas Sobral","2023","58,16","0","0","0","0","0","0","0","0","0","0","58,16","0"
="4398",="30","ANCANO METALOMECANICA LDA","2023","2397,16","0","0","0","574,97","281,85","34,8","1067,62","0","78,6","51,9","307,42","0"
="4428",="05","VALFORJADO IND. DE VALVULAS UNIP. LDA","2023","286,1","0","0","0","0","0","0","0","0","286,1","0","0","0"
="4438",="05","CORMAC UNIPESSOAL LDA","2023","128,5","0","0","0","128,5","0","0","0","0","0","0","0","0"
="4463",="06","STEELVER LDA","2023","2279,5","239","0","449,8","365,55","125,66","395,86","288","158,93","0","86,4","170,3","0"
="4512",="30","METALOCAIMA-METALURGICA DO VALE DO CAIMA SA","2023","2887,27","950,62","793,83","666,58","0","28,7","183,76","19,88","0","243,9","0","0","0"
="4351",="10","Ermelindo Maria Franco, Lda","2023","185,69","0","0","0","0","0","0","185,69","0","0","0","0","0"
="4418",="30","Moreira Costa Moldes, Lda","2023","2169,41","127,39","361,4","490,22","225,34","0","0","0","318,5","100,4","208,19","130,51","207,46"
="4464",="08","VITOFRESA LDA","2023","103","0","0","0","0","0","0","103","0","0","0","0","0"
="4465",="30","PROMAQUETES, LDA","2023","626,2","0","141,2","0","0","0","261,5","0","0","223,5","0","0","0"
="4471",="30","MILLMAJ - METALOMECANICA DE PRECISÃO E PROJETO LDA","2023","1753,05","379,1","604,55","0","0","0","0","0","0","477,9","0","0","291,5"
="4538",="11","MARTINS ANASTACIO LDA","2023","15602,62","2102,16","2038,98","781,27","1522,76","2357,75","1774,85","835,61","535,54","810,98","763,85","1390,25","688,62"
="4543",="05","M A PEREIRA AZEVEDO E IRMAO LDA","2023","72,5","0","0","0","0","0","0","0","0","72,5","0","0","0"
="4576",="30","XISTO AZUL Comercialização de Produtos P/Agricultura, LDA","2023","84,78","0","0","0","0","0","84,78","0","0","0","0","0","0"
="4582",="06","DETALHES BINARIOS - ENGENHARIA UNIPESSOAL LDA","2023","1248,35","0","220,4","0","0","0","0","0","351,6","204,95","310","161,4","0"
="4602",="30","PM&F Protótipos, Moldes e Ferramentas","2023","701,65","0","0","53,55","0","0","0","267,5","0","25,2","137,8","196","21,6"
="4683",="05","EMBALCUT INDUSTRIA DE EMBALAGENS PARA CUTELARIAS LDA","2023","121,8","0","0","0","0","0","0","121,8","0","0","0","0","0"
="4685",="06","ADVANCEDSTATUS LDA","2023","355,7","32","0","0","0","0","0","43,9","26,3","78,6","43,6","131,3","0"
="4687",="05","ADLA - ALUMINIUM EXTRUSION, SA","2023","136,4","0","0","0","0","0","0","0","0","136,4","0","0","0"
="3554",="11","Kenci Portugal, Unip., Lda.","2023","410","0","0","0","0","0","0","410","0","0","0","0","0"
="3606",="05","Kristaltek – CNC Precision, SA","2023","24478,66","1424,45","3746,58","2133,78","1828,38","1569,58","2905,86","2362,96","1323,24","2522,45","1624,66","1836,22","1200,5"
="3731",="30","CRF Fab. Meios Controlo Ferr. Rect. Ind, Lda","2023","1160,83","0","604,02","346,13","0","78,38","0","0","0","6,4","0","39,7","86,2"
="3753",="12","Fernando Conceição Rodrigues, Unip., Lda","2023","459","0","0","0","0","0","324,4","134,6","0","0","0","0","0"
="3784",="13","Serralharia Vila, Lda","2023","97,19","0","0","0","0","97,19","0","0","0","0","0","0","0"
="3877",="08","MDN Serviços de Manutenção Industrial, Lda","2023","210,13","0","0","0","143,33","0","0","24,3","0","0","42,5","0","0"
="3901",="06","Companhia Industrial Fundição, SA","2023","1493,58","571,65","0","49,4","0","0","388,94","0","142,4","257,8","63,39","20","0"
="3907",="12","Andias & Marques, Lda","2023","153,2","0","0","0","0","0","0","0","153,2","0","0","0","0"
="3946",="11","Trimáquinas Acessórios Industriais, lda","2023","0","0","0","0","0","0","0","0","0","0","0","0","0"
="3951",="30","Francisco Falcão Sist. Controlo p/Máq. Ind. Lda","2023","98,19","0","98,19","0","0","0","0","0","0","0","0","0","0"
="3962",="30","AJP Motos, SA","2023","1707,57","555,18","0","69,2","140,24","148,2","0","392,4","14,6","0","387,75","0","0"
="3979",="15","França Araújo Gás, Lda","2023","39,48","39,48","0","0","0","0","0","0","0","0","0","0","0"
="3988",="30","Navio & Silva, Lda","2023","1317,32","0","0","0","0","1007,52","257,9","51,9","0","0","0","0","0"
="5067",="06","DELMAQUI - MANUTENÇÃO INDUSTRIAL UNIPESSOAL LDA","2023","73,4","0","0","0","0","0","0","0","0","0","73,4","0","0"
="5090",="11","FERNANDO ALVES MAQUINAS E FERRAMENTAS LDA","2023","346,56","0","110,24","85,6","95,84","0","0","0","0","0","0","54,88","0"
="5110",="30","RCC RIBEIRO COMERCIO CUNHOS CORTANTES LDA","2023","173,84","173,84","0","0","0","0","0","0","0","0","0","0","0"
="5132",="05","EQUIDRÁULICA-REP. DE EQUIP. HIDRÁULICOS, LDA","2023","4472,11","0","66,1","592,11","502,6","632,6","97,57","0","0","0","0","2581,13","0"
="5145",="05","ELEGANTSUPPORT - FABRICO DE ETIQUETAS LDA","2023","226,58","0","0","0","0","0","77,51","46,17","0","102,9","0","0","0"
="5171",="25","MECANIDRAULICA - METALOMECÂNICA INTERNACIONAL, S.A.","2023","682,73","93,48","0","0","0","195,74","201,8","0","0","191,71","0","0","0"
="5180",="30","AJDA UNIPESSOAL LDA","2023","446,85","0","0","0","0","0","0","0","0","446,85","0","0","0"
="5187",="12","JORGE FERREIRA & NEVES, UNIPESSOAL, LDA","2023","129,88","0","0","91,88","0","0","0","38","0","0","0","0","0"
